publisher,publisher_id,num_languages,%_positive_reviews,RPR
Excalibur Games,961409970,17.0,77.63997165131113,5.179451077472391
Facepalm Games,-404828801,1.0,94.64285714285714,6.313732964833698
Facepunch Studios,-1229421312,13.0,85.85556730469608,2.4537172707829686
Failbetter Games,1429970660,1.0,83.71422232083425,4.408331875767997
Falcon Development,1416910053,1.0,96.16685456595263,6.415400571444472
"Fatbot Games, s. r. o.",-1169690877,10.0,89.36781609195403,4.47062611765653
Fatshark,-117429948,8.0,83.74177286094384,2.792323203099161
Fayju,740695999,1.0,90.60665362035223,5.666457387138976
Fellow Traveller,39848713,9.0,93.63887791386804,9.373261052439243
Feral Interactive,-1186516368,8.777777777777779,83.5333859838012,3.479107394529616
Fifth Dimension Company,897780375,5.0,16.666666666666664,8.375209380234505
Finji,-850447268,2.0,93.92265193370166,4.698481837603885
FireFly Studios,-503110355,9.2,83.97429625781322,7.609584636632254
Fireproof Games,-1007691307,6.0,97.46031436502821,19.531125123252146
Fishing Cactus,-601442090,11.0,95.54990464081374,6.374243138146347
Fixer Games,-293789277,10.0,25.0,5.01002004008016
Flamebait Games,874138499,13.0,82.05659075224293,8.213872948172465
Flazm,-1958145728,10.5,72.67727195803013,7.2750021980010136
Flying Interactive,-1498330251,1.5,73.4412955465587,9.66337977701688
Focus Home Interactive,-1378653689,8.8125,73.00415387647826,2.9841248978902217
"Forward Global Group, Ltd.",-985520300,17.0,66.66666666666666,2.667733760170735
Four Winged Studio,157111654,1.0,62.5,37.79433127259214
Freebird Games,809804092,12.0,96.02909090909093,9.612521612521611
Freehold Games,1691947269,1.0,95.70502431118314,9.580082513631943
Frictional Games,-130929910,7.0,95.77875564451641,3.9941147528427177
"FromSoftware, Inc",-314300996,10.0,84.60458589477784,2.115643558259011
"FromSoftware, Inc.",853677262,12.0,92.24540344860436,1.5376796707551983
Frontier Developments,473715958,7.5,82.02410151640346,2.240932526121892
Frozenbyte,502902100,10.25,82.74863106069478,4.463511759757293
Fruitbat Factory,-346333705,8.0,94.6002918761148,13.533661212605836
Funcom,863648403,12.0,78.7484595371765,1.9692037893767569
GSC Game World,-1856036851,8.666666666666666,88.49690056007772,4.427058557282527
GSC World Publishing,-111173689,5.5,85.02281218111438,12.927374212346647
Gaddy Games,243270811,13.0,92.10239651416124,7.681601043716534
Galactic Cafe,-694434639,12.0,91.95618545925834,6.13450203197187
Game Grumps,-166178251,1.0,90.47909673481844,6.035963758160003
Game-Labs,198325054,8.5,73.8098769519518,2.211704000287222
GamersHype Productions,1706810276,1.0,69.23076923076923,69.93006993006992
Games Operators,2007999262,12.0,86.67442537096305,5.782149791258376
Gamious,-513674544,11.0,91.26455906821964,9.135591498320284
"Gaslamp Games, Inc.",-987508576,1.0,94.75698430922311,18.989375613070763
Gearbox Publishing,478192433,6.5,83.42489411115606,2.0408228671026567
Gears for Breakfast,666463118,11.0,98.40205609565317,3.281162257274197
Giant Army,781681594,22.0,95.20383693045564,3.809677348157489
Giant Fox Studios,2088467359,1.0,73.33333333333333,51.55231242187763
Giants Software,-1219861111,12.5,89.45323362789628,5.216563989230099
Ginormocorp Holdings Ltd,-162300438,8.0,81.83347350714887,16.399493688807386
Goldhawk Interactive,1054256249,1.0,87.80068728522336,3.513432864554757
Good Shepherd Entertainment,-1045055351,11.0,71.02448736407534,2.9817533883788605
Google,601460045,1.0,94.34523809523807,4.719621715619714
Greenheart Games,1281714643,17.0,94.63537300922046,9.47301031123328
Greens s.r.o.,981519306,1.0,82.50407830342577,5.503941181015729
Grey Box,-395696121,8.0,68.9384800965018,2.2987155750750854
GrizzlyGames,-564073160,1.0,97.21713658000732,32.51409250167469
Grunge Games LTD,-911005252,1.0,95.67260408698502,96.6389940272576
Gun Media,-1271581155,6.0,72.64473880041673,3.634053967004339
Guy Godin,-10908821,4.0,71.66979362101313,4.781173690527893
"H2 Interactive Co., Ltd.",-1595152198,5.0,94.53695373658775,2.761947273124797
HCPGames,1734758844,1.0,25.0,25.252525252525253
HFM Games,536593129,1.0,82.75755706354101,41.586712092231664
Halfbrick Studios Pty Ltd,-1501365009,12.0,82.89786223277909,5.530210956156044
Handelabra Games Inc.,-584941893,1.0,92.81842818428184,9.291133952380564
Headup,-2022737498,8.0,82.49097472924187,5.503067026633881
Heart Machine,-2128638694,6.0,93.6265709156194,4.683670380971456
Hello Games,1286220601,14.0,62.589694470599696,1.0433354637539538
Hidden Path Entertainment,1874574337,5.0,96.98053237981723,9.707760998980705
Hinterland Studio Inc.,731925088,18.0,90.022145155225,3.0017387514246416
Hollowings,1488067597,1.0,85.71428571428571,43.07250538406317
Holotech Studios,912437539,9.0,80.79496261314443,5.389924123625379
Housemarque,1185414110,14.0,91.20234604105572,4.562398501303438
Hovgaard Games,923703006,12.0,79.98965873836607,8.00697284668329
HuniePot,705843979,1.0,91.19710610222502,10.97399638108444
HypeTrain Digital,1222983734,8.5,74.10542635658915,5.579933156279469
I-Illusions,-1029466100,1.0,95.7307885484681,6.386310109971188
"IDEA FACTORY Co., Ltd.",503077719,3.0,94.36673692278217,3.776179948890843
IMGN.PRO,-1184381838,10.0,77.86666666666666,2.596421029231966
INDIECN,-1043392663,4.0,78.97196261682244,11.297848729159147
IPACS,-1664048292,3.0,77.44034707158352,1.2908875991262465
IR Studio,-1372552866,4.0,60.0,60.60606060606061
IceTorch Interactive,-394004574,1.0,85.45454545454545,8.554008554008554
Iceberg Interactive,-1723470652,7.0,74.62052028032639,2.630331227849583
Iceflake Studios,1341971296,7.0,81.88405797101449,5.462578917345863
Idea Cabin,-1208656001,27.0,20.28985507246377,20.49480310349876
Idea Factory,-634701389,3.0,93.6870689379362,3.7489823504576316
Idea Factory International,519533785,2.5,90.98483739182029,3.3463585617860745
"Idea Factory International, Inc.",-1151007584,3.0,94.36673692278217,3.776179948890843
Igara Studio,199402521,1.0,99.37247870909906,6.629251414883193
Illwinter Game Design,-1199347466,1.0,92.30817580048722,2.469336282763832
Image & Form Games,-1532136175,7.0,94.9792836305516,6.835940747444383
ImageCode,-1414983937,1.0,84.31208053691275,14.075472543725
Imperium42Ãƒâ€šÃ‚Â® Game Studio,396427708,1.0,81.91304347826087,8.199503851677765
Indie Voyage,-2051364346,9.0,93.81898454746135,6.258771484153526
IndieGala,-1284470724,1.0,74.87216946676406,15.004442778910631
Infernal Dream,712042865,1.25,18.118939883645766,7.134560594421492
Infinite Dreams,1703299930,12.0,93.9203354297694,9.401434977954894
Introversion Software,-1404875673,26.0,89.3640350877193,14.91887063234045
Io-Interactive A/S,350919895,4.5,89.51832030614861,6.8306154948584465
Ionized Games,124158449,1.0,70.44444444444444,14.117123135159206
Iron Galaxy,835258693,1.0,91.26730564430244,18.290041211283054
Ironhide Game Studio,339513908,5.5,95.45038042191311,9.554592634826138
Isokron,2071268763,1.0,66.12903225806451,66.79700228087324
JDRumble,48384544,1.0,37.5,18.844221105527637
JForce Games,-863523214,1.0,89.24933987174651,90.15084835529952
JIW-Games,1635978173,2.0,83.73943311785182,5.586353109930075
"Jackbox Games, Inc.",-1067790504,1.0,93.70373514761013,6.1401782787737345
Jan ZelenÃƒÆ’Ã‚Â½,-3677177,10.0,85.64356435643565,3.427113419625276
Joey Drew Studios Inc.,-1075251826,1.0,86.38941398865785,4.3216315151904885
John Wizard,337489831,1.0,76.31578947368422,15.29374538550786
"Jundroo, LLC",260872172,1.0,92.04176334106728,7.085586092460915
K Bros Games,363367676,2.6666666666666665,78.05320844913818,61.527280615014064
KHB-Soft,-1309932411,9.0,86.16810066920118,35.802128446520456
KISS ltd,-1094735104,1.0,56.34920634920635,31.64058719614275
"KOEI TECMO GAMES CO., LTD.",-482308940,3.230769230769231,72.79202182098525,1.5336510532169416
Kakao Games Europe B.V.,-1244068221,4.0,71.94240724762726,7.201442166929655
Kalypso Media Digital,-1048555646,6.909090909090909,70.88053982152381,4.804252278433556
Kasedo Games,1340296321,10.0,84.20684835779176,4.212448642210694
Keen Software House,1932581155,9.0,72.3974322601702,3.6216824542356285
KillHouse Games,168962747,8.0,93.57335127860028,4.6810080679639965
Killerfish Games,-1813908068,1.0,85.54573044256675,5.356748044483252
Killmonday Games AB,-1451033859,4.0,96.05222256760956,6.407753340067349
KishMish Games,-1281661481,2.0,46.6733093045407,47.144756873273444
Klabater,-1661050143,12.0,78.76221498371335,3.940080789580458
Klei Entertainment,-686631345,3.8,95.5151011810766,6.198542766077283
Knuckle Cracker,-1744723167,1.0,94.17476800707024,6.282506204607755
Koga Tech Limited,1991811437,3.0,90.73741007194243,30.34695989028175
Konami Digital Entertainment,1811655400,7.0,82.7341960687667,3.201831035706751
"Konami Digital Entertainment, Inc.",1243110221,5.0,82.88461538461539,4.1463039211913655
Kristjan Skutta,-589826632,19.0,98.4213515048268,24.667005389680902
KrupinskiArt,1593248591,1.0,75.83333333333334,76.5993265993266
Kunos Simulazioni,-1249605107,4.0,88.50145288501453,4.427286287394424
LAN - GAMES EOOD,-2018806807,13.0,67.90123456790124,13.607461837254757
LVGameDev LLC,362169225,7.0,80.32128514056225,4.01807329367495
Laminar Research,1606567854,7.0,89.56900504355801,1.4930655949917988
Landfall,1173943721,1.0,93.2049160954857,18.67833989889493
Lantana Games,1527842805,1.0,77.77777777777779,15.586729013582724
Lapovich Team,39535685,14.0,86.53846153846155,28.94262927707744
Larian Studios,-23583149,7.0,83.91253248947893,4.871450122085275
Last Level,-154595580,4.0,59.37603717225357,5.943547264489847
Lavaboots Studios,1409591351,1.0,77.80303030303031,5.190328906139447
Leafy Games,-1299677115,1.0,91.10787172011662,3.645773178075896
League of Geeks,-1663477223,13.0,82.8436018957346,4.144252220897179
Lighthouse Games Studio,-674873772,14.0,76.54096228868661,15.33887019813359
Lince Works,-1421046282,10.0,89.60843373493977,4.482663018256117
"Lion Shield, LLC",-1279197742,16.0,90.60319603871258,9.069388992864122
Lo-Fi Games,-1484482781,7.0,93.8882359226413,3.1306514145595634
Loiste Interactive,-379744323,3.0,87.26190476190476,2.909700058749742
LongYou Tech Ltd,-1387671118,5.0,70.96774193548387,4.1770301315764495
LuGus Studios,-1567512230,2.0,91.2585244885307,4.565208828840956
LucasArts,512719419,4.571428571428571,88.29870440886519,8.23526832898507
Lucasfilm,1203862585,4.571428571428571,88.29870440886519,8.23526832898507
Ludeon Studios,-1892265282,23.0,98.28122184177327,2.8088374347463065
Lukas Rustemeyer,1042079201,2.0,91.92089529357658,6.132147784761613
M2H,-353440694,12.0,87.2659269736329,4.365479088225758
MAGIX Software GmbH,-2071334189,5.0,71.02229753295155,1.0274334083810703
Mad Data GmbH & Co. KG,1535189309,1.0,94.14414414414416,2.3541921516415143
Madruga Works,1290949095,4.0,75.81418833627872,3.792605719673773
Magicbane,-473301825,2.5,62.5,20.903010033444815
MangaGamer,1548869666,2.0,83.9080459770115,3.357664905042477
Marco Tancredi,1375918625,1.0,50.0,12.531328320802004
Marvelous,1004354672,5.0,94.2828244311401,5.001598271407086
"Marvelous USA, Inc.",1745258701,2.4,94.71056623128403,3.15376165134142
Mastfire Studios Pty Ltd,-42738828,1.0,85.95238095238096,4.299768932085091
Matt Roszak,135395450,5.0,97.66949152542372,8.145912554247182
Matthew Brown,1024402869,1.0,97.47191011235957,19.533448920312537
Mayflower Entertainment,-145944109,5.0,95.30067702110712,4.767417559835274
"Mediascape Co., Ltd.",553840684,1.0,98.89258028792912,6.59723684375778
Mega Crit Games,-917577673,15.0,98.06612601372426,3.9242147264395455
Merge Games,-969110557,8.0,63.731656184486376,3.7511274976154434
Meridian4,1134103954,5.0,69.56521739130434,6.963485224354789
Merlin Beer,-4731081,1.0,100.0,101.010101010101
Microblast Games,-145113959,1.0,51.40150520377395,51.92071232704439
Microids,-1876952428,8.0,66.95997911669959,4.26371481936113
Microids Indie,-499350507,5.0,72.59615384615384,4.842972237902191
Microsoft Studios,-2099338945,10.0,82.25312934631432,2.0568424442689253
Might and Delight,-1410111049,17.0,90.343347639485,18.10487928646994
Milestone S.r.l.,649830852,7.0,77.68811491538764,1.9426885450209461
MinMax Games Ltd.,473856104,3.5,85.7454276501463,6.62142142846617
Mirillis,440064666,13.0,77.71084337349397,1.9432568985619896
Missing Link Games,1385357103,6.0,92.822661444576,3.095120421626409
"Monochrome, Inc",1534216625,1.0,72.14228617106315,7.221450067173488
Monomi Park,-1594781384,10.0,97.45480949287273,4.875178063675475
Moonlight Mouse,1844141768,14.0,83.46774193548387,13.934514513436373
Mossmouth,-202537737,5.0,92.22480715072854,6.152422091442864
Motion Twin,-1875700035,13.0,96.19144487766287,3.8491974740961536
MuHa Games,1454381499,6.0,90.72602013778484,4.53857029203526
Muse Games,-760768927,1.0,92.1894803548796,18.474845762500923
N3V Games,1250375779,1.0,69.8989898989899,6.996895885784774
NEXT Studios,-362571822,13.0,84.98498498498499,12.158080827608725
NEZOS GAMES,2036306590,2.0,23.07692307692308,23.310023310023315
"NIS America, Inc.",1013195794,3.0,90.67672162004283,5.285345894254788
NVLMaker,-1270132633,3.0,78.84615384615384,7.892507892507892
Natsume Inc.,1891567980,1.0,75.79505300353357,3.791648474413885
Ndemic Creations,-421246863,15.0,93.37642479844315,6.229247818441838
NedoStudio,-634857645,4.0,50.0,50.505050505050505
Neko Climax Studios,1005954708,6.0,95.61875928405375,48.04962778093153
NeocoreGames,1019767478,10.0,75.1677774792499,2.8181320107528323
Neon Green Pin Games,876284597,1.0,53.06122448979592,53.59719645433931
Netcore Games,1807212126,1.0,95.4355108877722,13.653148910983148
New Reality Games,-1272302406,1.2857142857142858,57.76479780099336,30.664470938647998
New World Interactive,1353498265,9.0,89.26136681174933,7.491967289191362
New Worlds Games,748745492,1.0,33.07692307692308,21.69745385825788
