id,publisher,publisher_id
446020,Excalibur Games,961409970
314410,Rake in Grass,636143342
9340,SEGA,1417143641
237870,Pathea Games,418475559
301320,Mad Data GmbH & Co. KG,1535189309
340050,Ginormocorp Holdings Ltd,-162300438
448080,"Jackbox Games, Inc.",-1067790504
323220,Nuke Nine,8883034
583010,VoiceAttack.com,-647469955
2620,Activision,-1606173463
252410,Image & Form Games,-1532136175
231160,Facepalm Games,-404828801
32360,LucasArts,512719419
32360,Lucasfilm,1203862585
32360,Disney Interactive,-483919086
486780,Halfbrick Studios Pty Ltd,-1501365009
561600,Milestone S.r.l.,649830852
314790,Daedalic Entertainment,1281122926
474050,White Rabbit Games,1370102345
362490,Bare Mettle Entertainment,332554328
368340,Deck13,1324003936
368340,WhisperGames,-298579624
368340,DANGEN Entertainment,174723054
368340,Mayflower Entertainment,-145944109
107200,MinMax Games Ltd.,473856104
394760,App Holdings,-1868975604
254100,Topware Interactive,-156903192
312520,Adult Swim Games,-326115944
460810,SEGA,1417143641
593030,Slitherine Ltd.,1265343134
555220,RedCandleGames,521597289
555220,AGM PLAYISM,-1867390449
130,Valve,-2110134855
512770,Merlin Beer,-4731081
424030,Campfire Games,-956813551
504880,DL Softworks,507793820
407330,Winged Cloud,1469095736
21090,Warner Bros. Interactive Entertainment,-750143379
222440,SNK CORPORATION,-1801317031
225080,505 Games,-1958266213
591370,Positech Games,-1203474447
639170,Telltale Games,1903066101
221260,Tomorrow Corporation,-1894731688
12320,Strategy First,-1241837166
527290,"KOEI TECMO GAMES CO., LTD.",-482308940
407190,2tainment GmbH,1099554535
272230,Devolver Digital,-1539353560
385800,Sekai Project,-2039816844
202200,Stardock Entertainment,-1161147646
300570,Zachtronics,-429104399
718650,Star Drifters,1632412111
224540,Jagex,452741126
57640,Revolution Software Ltd,-885927050
618970,Bigben Interactive,-323572342
429280,8Floor,-1076726378
345390,Sierra,1986768560
45770,Capcom,78587240
39000,NASA,460405960
405640,Daniel Mullins Games,-1643513336
665180,Paradise Project,1622086923
494670,astragon Entertainment,1384550548
416450,Pixel Federation,2013901176
303720,8Floor,-1076726378
303720,Beatshapers,-1894529190
265610,Matt Roszak,135395450
497180,Activision Value Inc.,-2128555757
497180,ImageCode,-1414983937
95400,Sparpweed,-121686895
2800,Egosoft,690757844
735280,Sixteen Tons Entertainment,2025542364
338170,Rising Star Games,767955049
314520,Dovetail Games - Fishing,975786421
368590,K Bros Games,363367676
356570,tinyBuild,-355007632
357190,"CAPCOM U.S.A., INC.",-1239304908
239250,Konami Digital Entertainment,1811655400
581630,Diatomic Games,-935639446
365300,Self Published,-2134844882
475190,Introversion Software,-1404875673
418250,Slitherine Ltd.,1265343134
241260,Focus Home Interactive,-1378653689
24870,Electronic Arts,560145306
513510,KHB-Soft,-1309932411
351710,Idea Factory,-634701389
351710,Idea Factory International,519533785
72200,Giant Army,781681594
357780,Alda Games,1882088196
382490,Rogue Snail,-1057009029
607880,BANDAI NAMCO Entertainment,-1127678441
8140,Square Enix,-1704654576
251110,Loiste Interactive,-379744323
444490,New Reality Games,-1272302406
528510,Back To Basics Gaming,1004450850
485950,KishMish Games,-1281661481
347560,Back To Basics Gaming,1004450850
506670,Ardi Studio,69121037
485830,New Worlds Games,748745492
465760,Flazm,-1958145728
7510,Topware Interactive,-156903192
475220,AndrÃƒÂ© Bertaglia,-783890842
222730,Abbey Games,1279044435
249590,Rain Games,-2089198535
511800,Pragmatix Ltd,1013079153
208520,Kalypso Media Digital,-1048555646
552920,The Irregular Corporation,2077897738
278890,Alastair John Jack,-1166569980
546200,8Floor,-1076726378
333300,Thomas Biskup,-1135763827
614910,Paleno Games,747108156
464850,Big Ant Studios,1519918981
113420,Little Orbit,-761076045
639780,Neko Climax Studios,1005954708
424370,WOLCEN Studio,-1211260823
561340,DyingCat,1479181128
233290,Square Enix,-1704654576
314660,"Oddworld Inhabitants, Inc.",1309292312
562010,APL Publishing Ltd.,-821836181
623550,REX PEX GAMES,807962544
410380,Hex Entertainment,-1895983309
410900,EarthWork Games,1820325745
40390,Deep Silver,1887085205
483770,Aerosoft GmbH,1342106944
429790,"Artix Entertainment, LLC",2113760268
467120,Magicbane,-473301825
527230,Curve Digital,-586528534
254200,Digital Tribe,-1646519794
418030,ColdGames,2141515254
504050,Craneballs,-1079772408
217200,Team17 Digital Ltd,1604141760
313340,Double Fine Presents,571458039
313340,David OReilly,-828213904
63950,1C Entertainment,-205584709
496680,Sometimes You,899874185
546660,SGTTB_Studios,-2006892968
546660,Phanom Games,1793158209
338530,Charyb Games,-100134745
563120,New Reality Games,-1272302406
71340,SEGA,1417143641
635200,Alawar Premium,1683024160
445310,Ubisoft,-2080260409
463220,New Reality Games,-1272302406
293180,Microblast Games,-145113959
382110,Guy Godin,-10908821
331790,New Reality Games,-1272302406
410340,LuGus Studios,-1567512230
606800,Hovgaard Games,923703006
7520,"Topware Interactive, ACE",-369037586
285160,Warner Bros. Interactive Entertainment,-750143379
285160,Feral Interactive,-1186516368
262150,eigoMANGA,634637459
265550,Capcom,78587240
581030,Atomic Fabrik,-64888645
581030,Cristian Manolachi,2125314227
438030,New Reality Games,-1272302406
47780,Electronic Arts,560145306
428630,Infernal Dream,712042865
465240,Devolver Digital,-1539353560
465240,Croteam,552948100
464340,Microids,-1876952428
440650,Stray Fawn Studio,572556441
616560,Brilliant Game Studios,-960042362
242700,Warner Bros. Interactive Entertainment,-750143379
469730,Back To Basics Gaming,1004450850
223850,UL,828684386
302510,Crytek,-729942235
356500,Disney Interactive,-483919086
356500,Lucasfilm,1203862585
356500,LucasArts,512719419
223710,Team Psykskallar,-743295210
212480,SEGA,1417143641
434570,Grunge Games LTD,-911005252
507390,Sometimes You,899874185
585900,Natsume Inc.,1891567980
218680,Warner Bros. Interactive Entertainment,-750143379
35700,Frozenbyte,502902100
575840,Sometimes You,899874185
3990,2K,-12454423
266510,Defiant Development,-478859610
209870,"Hardsuit Labs, Inc.",-170536959
214170,Larian Studios,-23583149
400740,Infernal Dream,712042865
393530,PlayFlock,1332199281
452060,The Yogscast,651989582
312990,Devolver Digital,-1539353560
471010,IMGN.PRO,-1184381838
265300,CI Games,1821618302
640590,Warner Bros. Interactive Entertainment,-750143379
17470,Electronic Arts,560145306
448280,Owlchemy Labs,-1712452413
384180,505 Games,-1958266213
290730,ELYLAND  INVESTMENT COMPANY Ltd,-1317988185
261030,Skybound Games,54301794
259080,Square Enix,-1704654576
607200,AlternativaPlatform Ltd.,1441429004
554530,Displacement Studios,1756783285
407530,Studio Wildcard,1767915848
419480,Iceberg Interactive,-1723470652
598330,LVGameDev LLC,362169225
564530,Activision,-1606173463
571260,SNK CORPORATION,-1801317031
289520,1C Entertainment,-205584709
495780,Sometimes You,899874185
3920,2K,-12454423
525300,IR Studio,-1372552866
367670,Koga Tech Limited,1991811437
15100,Ubisoft,-2080260409
619080,"Outpost Games, Inc.",867210493
4850,GSC World Publishing,-111173689
462770,Supergiant Games,1753881243
717790,DistrictWare inc.,-79537391
412830,"Spike Chunsoft Co., Ltd.",1780177419
209080,Muse Games,-760768927
200170,Team17 Digital Ltd,1604141760
32800,Warner Bros. Interactive Entertainment,-750143379
343360,Microblast Games,-145113959
535230,DolphinBarn,639805910
383870,Panic,192010003
383870,Campo Santo,1005735844
363680,Focus Home Interactive,-1378653689
284950,DL Softworks,507793820
298240,"Rocketeer Games Studio, LLC",-1642776364
267530,Warner Bros. Interactive Entertainment,-750143379
267530,Feral Interactive,-1186516368
263500,Versus Evil	,2109054307
228380,THQ Nordic,424105505
287920,Star Vault AB,259259950
252610,Rocketcat Games,1076172878
327690,Perfect World Entertainment,-1665017516
337320,South East Games,1070473847
266410,iRacing.com Motorsport Simulations,1037824502
266410,iRacing,2009717879
565860,VladCastillo,-309005222
34460,2K,-12454423
248170,Clickteam,1068645678
225640,Deep Silver,1887085205
108800,Electronic Arts,560145306
447530,Ysbryd Games,1890362434
447530,AGM PLAYISM,-1867390449
536220,Skybound Games,54301794
329000,New Reality Games,-1272302406
509110,Back To Basics Gaming,1004450850
405900,"NIS America, Inc.",1013195794
213610,SEGA,1417143641
617830,SUPERHOT Team,2074398813
510510,2K,-12454423
323850,Those Awesome Guys,927212030
511680,XSEED Games,2003381371
511680,"Marvelous USA, Inc.",1745258701
511680,Marvelous,1004354672
547680,Hyper Hippo Games,-239072861
329050,"CAPCOM Co., Ltd.",-697851561
667600,Infinite Dreams,1703299930
226580,Codemasters,-742141607
251150,XSEED Games,2003381371
251150,"Marvelous USA, Inc.",1745258701
287980,Dinosaur Polo Club,-20234343
281640,Versus Evil,2076468405
597220,Asymmetric,975750470
665360,Lighthouse Games Studio,-674873772
274520,Acid Wizard Studio,-2066099970
507490,Stardock Entertainment,-1161147646
24240,Daybreak Game Company,826812775
282900,"Idea Factory International, Inc.",-1151007584
282900,"IDEA FACTORY Co., Ltd.",503077719
524580,Idea Factory International,519533785
553640,X.D. Network Inc.,-1106318946
356040,Team17 Digital Ltd,1604141760
7600,2K,-12454423
7600,Feral Interactive,-1186516368
410110,HypeTrain Digital,1222983734
654880,Game Grumps,-166178251
474750,Devolver Digital,-1539353560
533780,Home Net Games,580339994
433350,Papaya Play,1489678524
433350,Vertigo Games America,-1506522573
285330,Atari,977065251
471550,Frozenbyte,502902100
241540,Xbox Game Studios,-1251139035
40990,2K,-12454423
375010,Sometimes You,899874185
258010,Triple.B.Titles,82950314
108710,Remedy Entertainment,345778085
581670,Ardi Studio,69121037
257850,Heart Machine,-2128638694
614860,Winking International,1351922352
526160,HypeTrain Digital,1222983734
48000,Playdead,918767121
341000,Eggcode,-1273866182
351510,"Jackbox Games, Inc.",-1067790504
459220,Xbox Game Studios,-1251139035
315660,Deep Silver,1887085205
467370,Four Winged Studio,157111654
4560,SEGA,1417143641
457330,Cruderocks,-1804883920
10680,SEGA,1417143641
391460,Novalink,-1624573217
25900,1C Entertainment,-205584709
372360,BANDAI NAMCO Entertainment,-1127678441
467960,TPP Studio,223133375
597170,Doborog Games,-1683577585
292990,"KOEI TECMO GAMES CO., LTD.",-482308940
630,Valve,-2110134855
425160,2D Heroes,790619568
250320,Telltale Games,1903066101
7670,2K,-12454423
281610,Gearbox Publishing,478192433
214510,Warner Bros. Interactive Entertainment,-750143379
562430,Four Winged Studio,157111654
257170,Northway Games,-2121626359
243970,Klei Entertainment,-686631345
304430,Playdead,918767121
282140,Frictional Games,-130929910
433530,Klabater,-1661050143
217750,Funcom,863648403
443810,THQ Nordic,424105505
501300,Annapurna Interactive,164522279
593280,PQube Limited,1286400025
399000,CleanWaterSoft,-220425892
330830,Telltale Games,1903066101
402430,Out of the Park Developments,-1218976638
215830,En Masse Entertainment,1830976050
204030,Xbox Game Studios,-1251139035
357900,Sometimes You,899874185
251730,Almost Human Games,828570380
503560,Games Operators,2007999262
503560,PlayWay S.A.,211720083
317470,Cosmic Cow LLC,1958492486
342310,Merge Games,-969110557
25800,Paradox Interactive,-1113012495
208200,Bethesda Softworks,-950390578
683900,"Atari, Inc.",1071794738
252470,MinMax Games Ltd.,473856104
423580,Kasedo Games,1340296321
238370,Paradox Interactive,-1113012495
424840,BANDAI NAMCO Entertainment,-1127678441
115320,Activision,-1606173463
259680,Netcore Games,1807212126
237990,Versus Evil,2076468405
659460,Triple Rush Games,-1290216535
410980,Wargaming Labs,164054178
476460,jgallant,-165954649
327070,Black Eye Games,49363197
17300,Electronic Arts,560145306
207170,Almost Human Games,828570380
564230,"Spike Chunsoft Co., Ltd.",1780177419
748370,raptor lab,107157168
3330,"PopCap Games, Inc.",-997102652
258970,WB Games,-2025075935
32430,LucasArts,512719419
32430,Aspyr,802383246
32430,Lucasfilm,1203862585
32430,Disney Interactive,-483919086
592260,Pyromancers.com,-95188747
19900,Ubisoft,-2080260409
354290,"CRAZYDIAMOND CO., LTD.",1837394908
339280,S2 Games,-2105366964
386620,Vertigo Gaming Inc.,350760775
597840,DesktopPaints LLC,-1849661233
345260,SEGA,1417143641
507400,Sometimes You,899874185
610670,azimut team,-1904354993
539440,Sometimes You,899874185
235460,Konami Digital Entertainment,1811655400
398850,Fishing Cactus,-601442090
398850,Plug In Digital,-732623430
376870,Telltale Games,1903066101
438140,White Wizard Games,-869559173
250760,Yacht Club Games,8434743
314980,BattleGoat Studios,-466288173
12200,Rockstar Games,976899290
510630,Soccer Manager Ltd,-623631154
303390,Microblast Games,-145113959
463100,Sometimes You,899874185
406290,Asmodee Digital,776691464
107100,Supergiant Games,1753881243
322190,Image & Form Games,-1532136175
400910,Sekai Project,-2039816844
222480,Capcom,78587240
240760,inXile Entertainment,-314133419
34270,SEGA,1417143641
451130,Blaze Gamers,-764220112
2600,Activision,-1606173463
224900,Topware Interactive,-156903192
269470,Screaming Bee,1573100365
475550,Alawar Premium,1683024160
345180,EuroVideo Medien,-1213845941
619340,NEZOS GAMES,2036306590
259060,Illwinter Game Design,-1199347466
582550,Flamebait Games,874138499
245470,Positech Games,-1203474447
502370,Slitherine Ltd.,1265343134
222750,Eugen Systems,1278964135
495280,"NIS America, Inc.",1013195794
206210,Warner Bros. Interactive Entertainment,-750143379
304240,"CAPCOM Co., Ltd.",-697851561
453980,Fifth Dimension Company,897780375
215930,Topware Interactive,-156903192
18500,Hidden Path Entertainment,1874574337
321400,Supra Games,-1660346395
306760,Cyan Inc.,-1156782927
6860,Io-Interactive A/S,350919895
380840,Teeworlds Team,1134576964
632300,Perun Creative,-607827969
423710,New Reality Games,-1272302406
322780,Bossa Studios,370177755
510660,European Games Group AG,-1809624030
484900,Team17 Digital Ltd,1604141760
466910,Freakinware Studios,393619322
7200,Ubisoft,-2080260409
437920,WeirdBeard,288541113
318020,Focus Home Interactive,-1378653689
464350,Screeps,710340849
17430,Electronic Arts,560145306
381990,Gravity Interactive,-1472203761
502800,XSEED Games,2003381371
502800,"Marvelous USA, Inc.",1745258701
502800,Marvelous,1004354672
621830,Bigben Interactive,-323572342
250340,Step 1 Games LLC,1448039682
23310,Square Enix,-1704654576
220260,Giants Software,-1219861111
468920,Ultimate Games S.A.,512667297
468920,PlayWay S.A.,211720083
233840,Team17 Digital Ltd,1604141760
221910,Galactic Cafe,-694434639
349720,Redbana Corporation,985316005
300080,SEGA,1417143641
452230,Kongregate,-174662478
248610,KillHouse Games,168962747
40980,FireFly Studios,-503110355
235380,Nival,-1338320476
528740,Hunted Cow Studios,935548676
598960,Jan ZelenÃƒÂ½,-3677177
400170,NeocoreGames,1019767478
427730,Evil Tortilla Games,1970659566
204450,Techland Publishing,898609320
543460,Capcom,78587240
542340,StalkerAlex.,1963608783
365450,Fellow Traveller,39848713
55140,THQ Nordic,424105505
741260,X.D. Network Inc.,-1106318946
442120,Zen Studios,1702012704
383800,Raconteur Games,-1196282746
344230,DL Softworks,507793820
426000,HuniePot,705843979
57300,Frictional Games,-130929910
250400,505 Games,-1958266213
457730,Zillion Whales,-1356017924
547960,Amaterasu Software,-631830721
385070,New Reality Games,-1272302406
552590,Tequila Works,1154939037
234670,BANDAI NAMCO Entertainment,-1127678441
205610,Kalypso Media Digital,-1048555646
1930,Topware Interactive,-156903192
491650,New Reality Games,-1272302406
304410,Matthew Brown,1024402869
34440,2K,-12454423
361280,Gamious,-513674544
571310,Image & Form Games,-1532136175
564310,Devolver Digital,-1539353560
564310,Croteam,552948100
218640,Shiver Games,2069090453
206190,Suspicious Developments,-1530230704
579230,Synnergy Circle Games,-100316603
458710,Ironhide Game Studio,339513908
291860,The Behemoth,2052857987
345090,Moonlight Mouse,1844141768
414700,Red Barrels,-332029350
100,Valve,-2110134855
622920,BrainStrainStudios,801581289
650000,Bethesda Softworks,-950390578
377310,Back To Basics Gaming,1004450850
6000,LucasArts,512719419
6000,Lucasfilm,1203862585
6000,Disney Interactive,-483919086
4570,SEGA,1417143641
735570,PsychoFlux Entertainment,659639350
264200,Silver Dollar Games,1725336028
498240,Telltale Games,1903066101
9350,Square Enix,-1704654576
204120,Warner Bros. Interactive Entertainment,-750143379
225420,Paradox Interactive,-1113012495
329130,Indie Voyage,-2051364346
732430,GrizzlyGames,-564073160
20500,THQ Nordic,424105505
602520,Sekai Project,-2039816844
418650,I-Illusions,-1029466100
406150,Dominique Grieshofer,-77795626
32510,LucasArts,512719419
32510,Lucasfilm,1203862585
32510,Disney Interactive,-483919086
57740,THQ Nordic,424105505
47400,FireFly Studios,-503110355
467010,New Reality Games,-1272302406
246420,Ironhide Game Studio,339513908
20570,SEGA,1417143641
20570,Feral Interactive,-1186516368
378370,Diminished Studios,-432378748
214560,Microsoft Studios,-2099338945
431180,eduweb,-1128680999
675260,Telltale Games,1903066101
202170,Square Enix,-1704654576
286570,Codemasters,-742141607
286570,Feral Interactive,-1186516368
404590,Kalypso Media Digital,-1048555646
581100,Sometimes You,899874185
397950,tinyBuild,-355007632
394310,tinyBuild,-355007632
65540,THQ Nordic,424105505
324270,Polygon Art,548480619
423770,John Wizard,337489831
250520,Stygian Software,65746647
330840,Telltale Games,1903066101
17410,Electronic Arts,560145306
20,Valve,-2110134855
585410,YoYo Games Ltd.,-1457192544
237930,Supergiant Games,1753881243
50,Valve,-2110134855
527430,NeocoreGames,1019767478
442070,"Jackbox Games, Inc.",-1067790504
492090,STUDIOARTDINK,666987246
492090,Degica,1728867434
55150,SEGA,1417143641
578620,Devolver Digital,-1539353560
45740,Capcom,78587240
12810,Codemasters,-742141607
2990,Strategy First,-1241837166
507360,Magicbane,-473301825
470220,Ubisoft Entertainment,194315509
269770,Pixel Ferrets,-1821828828
388750,"H2 Interactive Co., Ltd.",-1595152198
346120,Spasman Games,1748534068
363930,Headup,-2022737498
435030,FIVE-BN GAMES,1858381357
350640,Bigben Interactive,-323572342
658980,encurio,1589264482
658980,Rok Entertainment,2139913187
228260,Stardock Entertainment,-1161147646
238260,FarSight Studios,1399034996
392950,FIVE-BN GAMES,1858381357
3620,"PopCap Games, Inc.",-997102652
637100,SEGA,1417143641
327400,Retroism,-529915821
327400,Nightdive Studios,-315545447
244030,Bohemia Interactive,1799739398
245490,Ubisoft,-2080260409
517790,Activision,-1606173463
311730,"KOEI TECMO GAMES CO., LTD.",-482308940
213330,Warner Bros. Interactive Entertainment,-750143379
547900,Solecismic Software,1028984909
234080,Konami Digital Entertainment,1811655400
50300,2K,-12454423
50300,Missing Link Games,1385357103
559650,Daedalic Entertainment,1281122926
333600,Sekai Project,-2039816844
34830,CI Games,1821618302
22600,Team17 Digital Ltd,1604141760
438490,BANDAI NAMCO Entertainment,-1127678441
422900,Knuckle Cracker,-1744723167
561590,KISS ltd,-1094735104
6030,LucasArts,512719419
6030,Aspyr,802383246
6030,Lucasfilm,1203862585
6030,Disney Interactive,-483919086
418340,Rooster Teeth Games,2062994915
239070,Crackshell,1925858793
218510,Topware Interactive,-156903192
12100,Rockstar Games,976899290
288140,"Perfect.Golf, Inc.",1010665046
300380,Tripwire Interactive,-644447441
435440,FX Games Media,1392661438
332070,"JumpStart Games, Inc.",-666787205
12140,Rockstar Games,976899290
17570,Octoshark Studios,-885269773
206500,Carbon Games,1017285065
421040,VaragtP,-1980854145
486310,Might and Delight,-1410111049
384490,Paradox Interactive,-1113012495
384490,Bandai Namco,-1487461182
242550,Ubisoft,-2080260409
351940,Microids Indie,-499350507
351940,Microids,-1876952428
244770,"Schine, GmbH",1371891069
314150,DotEmu,1838204769
525920,Focus Home Interactive,-1378653689
298050,Wargaming Labs,164054178
8190,Square Enix,-1704654576
24780,Electronic Arts,560145306
24780,Aspyr,802383246
329430,Xbox Game Studios,-1251139035
565380,Panoramik Inc,-1206196358
558100,Game Science,574791263
366440,"S2 Games, LLC",1936436166
418240,Daedalic Entertainment,1281122926
600750,Disruptor Beam Inc.,748075847
238010,Square Enix,-1704654576
238010,Feral Interactive,-1186516368
207140,tinyBuild,-355007632
493900,Kalypso Media Digital,-1048555646
234330,D3 Go!,-1655524557
257350,Beamdog,-998022687
202970,Activision,-1606173463
296870,Asteristic Game Studio,1238772547
265630,Fistful of Frags Team,-372134800
572410,Paradox Interactive,-1113012495
463110,Sometimes You,899874185
362960,Paradox Interactive,-1113012495
418370,"CAPCOM Co., Ltd.",-697851561
206480,"Standing Stone Games, LLC",1413430417
414340,Ninja Theory,-905301322
268050,Bethesda Softworks,-950390578
350080,Bethesda Softworks,-950390578
355180,Hoobalugalar_X,1972677141
313120,Beam Team Pty Ltd,329435999
595280,Imperium42Ã‚Â® Game Studio,396427708
225840,Sven Co-op Team,-1214936393
552700,Square Enix,-1704654576
389570,Freakinware Studios,393619322
463710,Sometimes You,899874185
289950,astragon Entertainment,1384550548
239350,Mossmouth,-202537737
41700,GSC Game World,-1856036851
514660,Sometimes You,899874185
274920,Holotech Studios,912437539
614570,Bethesda Softworks,-950390578
239820,Greenheart Games,1281714643
320300,PlayWay S.A.,211720083
39540,THQ Nordic,424105505
509930,Anamik Majumdar,1991497936
312450,Slitherine Ltd.,1265343134
436150,Azerion,-329258954
436150,Youda Games Holding B.V.,753348096
307690,SQUARE ENIX,274853372
307690,Feral Interactive,-1186516368
207610,Skybound Games,54301794
99900,"Grey Havens, LLC",-104796069
274940,Digital Confectioners,750848128
249050,SEGA,1417143641
403190,Madruga Works,1290949095
409710,2K,-12454423
409710,Feral Interactive,-1186516368
410320,D3 PUBLISHER,-544559099
552100,Lukas Rustemeyer,1042079201
242860,M2H,-353440694
24980,Electronic Arts,560145306
224600,Trion Worlds,880374599
448780,KishMish Games,-1281661481
2700,Atari,977065251
2700,Aspyr,802383246
610180,"Jackbox Games, Inc.",-1067790504
102500,38 Studios,-1397811590
102500,Electronic Arts,560145306
664430,2K,-12454423
480650,"Konami Digital Entertainment, Inc.",1243110221
268650,Brilliant Skies Ltd.,-1348533360
209170,Activision,-1606173463
387290,Xbox Game Studios,-1251139035
285900,Double Fine Presents,571458039
238320,Red Barrels,-332029350
611500,Bethesda Softworks,-950390578
270150,Osumia Games,-982641765
40100,Square Enix,-1704654576
405310,Warner Bros. Interactive Entertainment,-750143379
405310,Feral Interactive,-1186516368
352400,Warner Bros. Interactive Entertainment,-750143379
352400,Feral Interactive,-1186516368
528300,Meridian4,1134103954
454690,Sometimes You,899874185
208480,Ubisoft,-2080260409
486150,New Reality Games,-1272302406
57690,Kalypso Media Digital,-1048555646
386070,Planetary Annihilation Inc,-1477114264
378540,Focus Home Interactive,-1378653689
21690,Capcom,78587240
56400,SEGA,1417143641
56400,Feral Interactive,-1186516368
375910,Ubisoft,-2080260409
394510,"PlayStation Mobile, Inc.",1858016337
668630,SakuraGame,1162463113
582500,Total Mayhem Games,1814481787
17460,Electronic Arts,560145306
241560,Ubisoft,-2080260409
253940,Topware Interactive,-156903192
4500,GSC Game World,-1856036851
44350,Codemasters,-742141607
44350,Feral Interactive,-1186516368
397060,Versus Evil,2076468405
48240,Ubisoft,-2080260409
406090,Thorngames,-1299735278
438640,Warner Bros. Interactive Entertainment,-750143379
438640,Feral Interactive,-1186516368
547040,Patagoniart,1260959776
444460,New Reality Games,-1272302406
341380,HCPGames,1734758844
557780,R-Age,2015757949
214490,SEGA,1417143641
214490,Feral Interactive,-1186516368
489520,BetaDwarf,378498643
391660,New Reality Games,-1272302406
248820,Chucklefish,-527831000
242680,Vlambeer,-881815022
635260,CarX Technologies,-30346872
552110,"Grey Havens, LLC",-104796069
2820,Egosoft,690757844
384480,Cybernetik Design,2092859421
402570,Trion Worlds,880374599
4920,Unknown Worlds Entertainment,-289538746
273350,2K,-12454423
278080,"KOEI TECMO GAMES CO., LTD.",-482308940
6020,LucasArts,512719419
6020,Aspyr,802383246
6020,Lucasfilm,1203862585
6020,Disney Interactive,-483919086
585560,Tero Lunkka,2045587214
232910,Ubisoft,-2080260409
48190,Ubisoft,-2080260409
346940,Paradox Interactive,-1113012495
39150,Square Enix,-1704654576
276810,Focus Home Interactive,-1378653689
339800,HuniePot,705843979
35140,Warner Bros. Interactive Entertainment,-750143379
35140,Feral Interactive,-1186516368
35720,Frozenbyte,502902100
220700,Degica,1728867434
223100,Deep Silver,1887085205
575570,Anea_Duo_Dev,289734902
530700,Bohemia Interactive,1799739398
230290,Giant Army,781681594
311560,Ubisoft,-2080260409
403560,Back To Basics Gaming,1004450850
63380,Rebellion,1866442855
17480,Electronic Arts,560145306
223750,The Fighter Collection,542443139
456670,Defiant Development,-478859610
462930,Hyper Hippo Games,-239072861
48220,Ubisoft,-2080260409
448510,Team17 Digital Ltd,1604141760
644560,Paradise Project,1622086923
505460,Clapfoot,1750924896
316390,Cybertime System,1660013211
3830,Double Fine Productions,-439660312
383980,Dan Fornace,1269745975
397460,"Jackbox Games, Inc.",-1067790504
205710,Daybreak Game Company,826812775
265930,Coffee Stain Publishing,-962112595
496690,Sometimes You,899874185
466580,Marco Tancredi,1375918625
414530,My.com,-463401701
285310,Atari,977065251
525480,BANDAI NAMCO Entertainment,-1127678441
233860,Lo-Fi Games,-1484482781
431730,Igara Studio,199402521
371460,8Floor,-1076726378
47870,Electronic Arts,560145306
342970,Patagoniart,1260959776
300550,Paradox Interactive,-1113012495
402710,Reverb Triple XP,837977752
39500,THQ Nordic,424105505
428690,U-Play Online,849541492
428690,Raiser Games,1896419297
320,Valve,-2110134855
568220,Project Moon,2001089185
413420,"Spike Chunsoft Co., Ltd.",1780177419
25890,Paradox Interactive,-1113012495
321960,Ubisoft,-2080260409
436520,BlackSpot Entertainment,501657694
575860,Amaterasu Software,-631830721
513590,NewRealityGames,2072984871
301120,SEGA,1417143641
527770,Sometimes You,899874185
357310,Iceberg Interactive,-1723470652
386940,Clever Endeavour Games,-147991464
362890,Crowbar Collective,583796509
574640,RandomSpin,59938120
4580,SEGA,1417143641
360170,505 Games,-1958266213
538680,XSEED Games,2003381371
538680,"Marvelous USA, Inc.",1745258701
65800,Trendy Entertainment,359391205
734580,Thunder Devs.,1923941930
254700,Capcom,78587240
420,Valve,-2110134855
257510,Devolver Digital,-1539353560
257510,Croteam,552948100
20510,GSC World Publishing,-111173689
24720,Electronic Arts,560145306
321360,Circle Five Studios,-1313528584
290340,League of Geeks,-1663477223
555920,Infernal Dream,712042865
282800,Fruitbat Factory,-346333705
493490,"Forward Global Group, Ltd.",-985520300
400040,ShareX Team,177385839
622650,Joey Drew Studios Inc.,-1075251826
78000,"PopCap Games, Inc.",-997102652
460790,SEGA,1417143641
219780,Larian Studios,-23583149
219780,Focus Home Interactive,-1378653689
40950,FireFly Studios,-503110355
443110,My.com,-463401701
355790,Focus Home Interactive,-1378653689
262410,Noble Empire Corp.,1773227826
223470,Running With Scissors,1203349299
12110,Rockstar Games,976899290
323470,BANDAI NAMCO Entertainment,-1127678441
17450,Electronic Arts,560145306
512020,GamersHype Productions,1706810276
375230,Behaviour Interactive Inc.,969431758
239030,3909,682328859
397340,"Jundroo, LLC",260872172
247080,Brace Yourself Games,-1984374185
247080,Klei Entertainment,-686631345
258700,Cherry Credits,96548066
524660,Rutony Studio,1542300329
388410,THQ Nordic,424105505
239160,Square Enix,-1704654576
239160,Feral Interactive,-1186516368
376570,NCSOFT,707463376
373930,Kalypso Media Digital,-1048555646
39550,THQ Nordic,424105505
244160,Gearbox Publishing,478192433
244160,Aspyr,802383246
353640,Flazm,-1958145728
292120,Square Enix,-1704654576
351970,BANDAI NAMCO Entertainment,-1127678441
243470,Ubisoft,-2080260409
662320,"RED DUCK, INC.",1389248228
15620,SEGA,1417143641
15620,Feral Interactive,-1186516368
204100,Rockstar Games,976899290
331670,"Jackbox Games, Inc.",-1067790504
542550,PanGuoJun,-1327943570
17500,Zombie Panic Team,505557032
578330,TT Games,145132876
38400,Bethesda Softworks,-950390578
445190,THQ Nordic,424105505
485390,Sometimes You,899874185
633460,M2H,-353440694
34870,CI Games,1821618302
208140,SEGA,1417143641
307960,1C Game Studios,-183215159
324080,JIW-Games,1635978173
